Fecha,Palabra Clave,Puntuación,País,Código Google Trend,Created_at
2020-07,Ansiedad,60,Chipre,CY,23/05/2024
2020-08,Ansiedad,54,Chipre,CY,23/05/2024
2020-09,Ansiedad,67,Chipre,CY,23/05/2024
2020-10,Ansiedad,61,Chipre,CY,23/05/2024
2020-11,Ansiedad,58,Chipre,CY,23/05/2024
2020-12,Ansiedad,60,Chipre,CY,23/05/2024
2021-01,Ansiedad,62,Chipre,CY,23/05/2024
2021-02,Ansiedad,44,Chipre,CY,23/05/2024
2021-03,Ansiedad,64,Chipre,CY,23/05/2024
2021-04,Ansiedad,57,Chipre,CY,23/05/2024
2021-05,Ansiedad,51,Chipre,CY,23/05/2024
2021-06,Ansiedad,65,Chipre,CY,23/05/2024
2021-07,Ansiedad,52,Chipre,CY,23/05/2024
2021-08,Ansiedad,71,Chipre,CY,23/05/2024
2021-09,Ansiedad,72,Chipre,CY,23/05/2024
2021-10,Ansiedad,48,Chipre,CY,23/05/2024
2021-11,Ansiedad,54,Chipre,CY,23/05/2024
2021-12,Ansiedad,58,Chipre,CY,23/05/2024
2022-01,Ansiedad,75,Chipre,CY,23/05/2024
2022-02,Ansiedad,56,Chipre,CY,23/05/2024
2022-03,Ansiedad,69,Chipre,CY,23/05/2024
2022-04,Ansiedad,96,Chipre,CY,23/05/2024
2022-05,Ansiedad,71,Chipre,CY,23/05/2024
2022-06,Ansiedad,65,Chipre,CY,23/05/2024
2022-07,Ansiedad,63,Chipre,CY,23/05/2024
2022-08,Ansiedad,71,Chipre,CY,23/05/2024
2022-09,Ansiedad,60,Chipre,CY,23/05/2024
2022-10,Ansiedad,58,Chipre,CY,23/05/2024
2022-11,Ansiedad,66,Chipre,CY,23/05/2024
2022-12,Ansiedad,74,Chipre,CY,23/05/2024
2023-01,Ansiedad,73,Chipre,CY,23/05/2024
2023-02,Ansiedad,60,Chipre,CY,23/05/2024
2023-03,Ansiedad,60,Chipre,CY,23/05/2024
2023-04,Ansiedad,70,Chipre,CY,23/05/2024
2023-05,Ansiedad,77,Chipre,CY,23/05/2024
2023-06,Ansiedad,52,Chipre,CY,23/05/2024
2023-07,Ansiedad,58,Chipre,CY,23/05/2024
2023-08,Ansiedad,74,Chipre,CY,23/05/2024
2023-09,Ansiedad,76,Chipre,CY,23/05/2024
2023-10,Ansiedad,70,Chipre,CY,23/05/2024
2023-11,Ansiedad,64,Chipre,CY,23/05/2024
2023-12,Ansiedad,69,Chipre,CY,23/05/2024
2024-01,Ansiedad,59,Chipre,CY,23/05/2024
2024-02,Ansiedad,63,Chipre,CY,23/05/2024
2024-03,Ansiedad,64,Chipre,CY,23/05/2024
2024-04,Ansiedad,64,Chipre,CY,23/05/2024
2024-05,Ansiedad,79,Chipre,CY,23/05/2024
Categoría: Todas las categorías,Ansiedad,,Alemania,DE,23/05/2024
Mes,Ansiedad,Ansiedad: (Alemania),Alemania,DE,23/05/2024
2010-01,Ansiedad,22,Alemania,DE,23/05/2024
2010-02,Ansiedad,21,Alemania,DE,23/05/2024
2010-03,Ansiedad,22,Alemania,DE,23/05/2024
2010-04,Ansiedad,22,Alemania,DE,23/05/2024
2010-05,Ansiedad,23,Alemania,DE,23/05/2024
2010-06,Ansiedad,23,Alemania,DE,23/05/2024
2010-07,Ansiedad,21,Alemania,DE,23/05/2024
2010-08,Ansiedad,24,Alemania,DE,23/05/2024
2010-09,Ansiedad,23,Alemania,DE,23/05/2024
2010-10,Ansiedad,24,Alemania,DE,23/05/2024
2010-11,Ansiedad,24,Alemania,DE,23/05/2024
2010-12,Ansiedad,20,Alemania,DE,23/05/2024
2011-01,Ansiedad,24,Alemania,DE,23/05/2024
2011-02,Ansiedad,24,Alemania,DE,23/05/2024
2011-03,Ansiedad,25,Alemania,DE,23/05/2024
2011-04,Ansiedad,25,Alemania,DE,23/05/2024
2011-05,Ansiedad,25,Alemania,DE,23/05/2024
2011-06,Ansiedad,26,Alemania,DE,23/05/2024
2011-07,Ansiedad,24,Alemania,DE,23/05/2024
2011-08,Ansiedad,26,Alemania,DE,23/05/2024
2011-09,Ansiedad,26,Alemania,DE,23/05/2024
2011-10,Ansiedad,24,Alemania,DE,23/05/2024
2011-11,Ansiedad,25,Alemania,DE,23/05/2024
2011-12,Ansiedad,22,Alemania,DE,23/05/2024
2012-01,Ansiedad,26,Alemania,DE,23/05/2024
2012-02,Ansiedad,25,Alemania,DE,23/05/2024
2012-03,Ansiedad,27,Alemania,DE,23/05/2024
2012-04,Ansiedad,27,Alemania,DE,23/05/2024
2012-05,Ansiedad,26,Alemania,DE,23/05/2024
2012-06,Ansiedad,29,Alemania,DE,23/05/2024
2012-07,Ansiedad,27,Alemania,DE,23/05/2024
2012-08,Ansiedad,29,Alemania,DE,23/05/2024
2012-09,Ansiedad,27,Alemania,DE,23/05/2024
2012-10,Ansiedad,27,Alemania,DE,23/05/2024
2012-11,Ansiedad,29,Alemania,DE,23/05/2024
2012-12,Ansiedad,27,Alemania,DE,23/05/2024
2013-01,Ansiedad,28,Alemania,DE,23/05/2024
2013-02,Ansiedad,27,Alemania,DE,23/05/2024
2013-03,Ansiedad,27,Alemania,DE,23/05/2024
2013-04,Ansiedad,29,Alemania,DE,23/05/2024
2013-05,Ansiedad,26,Alemania,DE,23/05/2024
2013-06,Ansiedad,28,Alemania,DE,23/05/2024
2013-07,Ansiedad,28,Alemania,DE,23/05/2024
2013-08,Ansiedad,28,Alemania,DE,23/05/2024
2013-09,Ansiedad,28,Alemania,DE,23/05/2024
2013-10,Ansiedad,28,Alemania,DE,23/05/2024
2013-11,Ansiedad,28,Alemania,DE,23/05/2024
2013-12,Ansiedad,26,Alemania,DE,23/05/2024
2014-01,Ansiedad,31,Alemania,DE,23/05/2024
2014-02,Ansiedad,30,Alemania,DE,23/05/2024
2014-03,Ansiedad,28,Alemania,DE,23/05/2024
2014-04,Ansiedad,35,Alemania,DE,23/05/2024
2014-05,Ansiedad,29,Alemania,DE,23/05/2024
2014-06,Ansiedad,32,Alemania,DE,23/05/2024
2014-07,Ansiedad,32,Alemania,DE,23/05/2024
2014-08,Ansiedad,31,Alemania,DE,23/05/2024
2014-09,Ansiedad,30,Alemania,DE,23/05/2024
2014-10,Ansiedad,31,Alemania,DE,23/05/2024
2014-11,Ansiedad,30,Alemania,DE,23/05/2024
2014-12,Ansiedad,31,Alemania,DE,23/05/2024
2015-01,Ansiedad,36,Alemania,DE,23/05/2024
2015-02,Ansiedad,31,Alemania,DE,23/05/2024
2015-03,Ansiedad,31,Alemania,DE,23/05/2024
2015-04,Ansiedad,32,Alemania,DE,23/05/2024
2015-05,Ansiedad,30,Alemania,DE,23/05/2024
2015-06,Ansiedad,33,Alemania,DE,23/05/2024
2015-07,Ansiedad,32,Alemania,DE,23/05/2024
2015-08,Ansiedad,32,Alemania,DE,23/05/2024
2015-09,Ansiedad,36,Alemania,DE,23/05/2024
2015-10,Ansiedad,33,Alemania,DE,23/05/2024
2015-11,Ansiedad,39,Alemania,DE,23/05/2024
2015-12,Ansiedad,35,Alemania,DE,23/05/2024
2016-01,Ansiedad,39,Alemania,DE,23/05/2024
2016-02,Ansiedad,37,Alemania,DE,23/05/2024
2016-03,Ansiedad,36,Alemania,DE,23/05/2024
2016-04,Ansiedad,38,Alemania,DE,23/05/2024
2016-05,Ansiedad,37,Alemania,DE,23/05/2024
2016-06,Ansiedad,36,Alemania,DE,23/05/2024
2016-07,Ansiedad,32,Alemania,DE,23/05/2024
2016-08,Ansiedad,32,Alemania,DE,23/05/2024
2016-09,Ansiedad,33,Alemania,DE,23/05/2024
2016-10,Ansiedad,34,Alemania,DE,23/05/2024
2016-11,Ansiedad,65,Alemania,DE,23/05/2024
2016-12,Ansiedad,65,Alemania,DE,23/05/2024
2017-01,Ansiedad,74,Alemania,DE,23/05/2024
2017-02,Ansiedad,68,Alemania,DE,23/05/2024
2017-03,Ansiedad,67,Alemania,DE,23/05/2024
2017-04,Ansiedad,67,Alemania,DE,23/05/2024
2017-05,Ansiedad,67,Alemania,DE,23/05/2024
2017-06,Ansiedad,66,Alemania,DE,23/05/2024
2017-07,Ansiedad,65,Alemania,DE,23/05/2024
2017-08,Ansiedad,65,Alemania,DE,23/05/2024
2017-09,Ansiedad,65,Alemania,DE,23/05/2024
2017-10,Ansiedad,69,Alemania,DE,23/05/2024
2017-11,Ansiedad,64,Alemania,DE,23/05/2024
2017-12,Ansiedad,61,Alemania,DE,23/05/2024
2018-01,Ansiedad,73,Alemania,DE,23/05/2024
2018-02,Ansiedad,65,Alemania,DE,23/05/2024
2018-03,Ansiedad,62,Alemania,DE,23/05/2024
2018-04,Ansiedad,64,Alemania,DE,23/05/2024
2018-05,Ansiedad,63,Alemania,DE,23/05/2024
2018-06,Ansiedad,63,Alemania,DE,23/05/2024
2018-07,Ansiedad,59,Alemania,DE,23/05/2024
2018-08,Ansiedad,65,Alemania,DE,23/05/2024
2018-09,Ansiedad,62,Alemania,DE,23/05/2024
2018-10,Ansiedad,65,Alemania,DE,23/05/2024
2018-11,Ansiedad,65,Alemania,DE,23/05/2024
2018-12,Ansiedad,65,Alemania,DE,23/05/2024
2019-01,Ansiedad,69,Alemania,DE,23/05/2024
2019-02,Ansiedad,64,Alemania,DE,23/05/2024
2019-03,Ansiedad,68,Alemania,DE,23/05/2024
2019-04,Ansiedad,60,Alemania,DE,23/05/2024
2019-05,Ansiedad,63,Alemania,DE,23/05/2024
2019-06,Ansiedad,61,Alemania,DE,23/05/2024
2019-07,Ansiedad,67,Alemania,DE,23/05/2024
2019-08,Ansiedad,62,Alemania,DE,23/05/2024
2019-09,Ansiedad,65,Alemania,DE,23/05/2024
2019-10,Ansiedad,63,Alemania,DE,23/05/2024
2019-11,Ansiedad,64,Alemania,DE,23/05/2024
2019-12,Ansiedad,63,Alemania,DE,23/05/2024
2020-01,Ansiedad,68,Alemania,DE,23/05/2024
2020-02,Ansiedad,65,Alemania,DE,23/05/2024
2020-03,Ansiedad,78,Alemania,DE,23/05/2024
2020-04,Ansiedad,72,Alemania,DE,23/05/2024
2020-05,Ansiedad,68,Alemania,DE,23/05/2024
2020-06,Ansiedad,66,Alemania,DE,23/05/2024
2020-07,Ansiedad,64,Alemania,DE,23/05/2024
2020-08,Ansiedad,67,Alemania,DE,23/05/2024
2020-09,Ansiedad,69,Alemania,DE,23/05/2024
2020-10,Ansiedad,60,Alemania,DE,23/05/2024
2020-11,Ansiedad,65,Alemania,DE,23/05/2024
2020-12,Ansiedad,63,Alemania,DE,23/05/2024
2021-01,Ansiedad,72,Alemania,DE,23/05/2024
2021-02,Ansiedad,68,Alemania,DE,23/05/2024
2021-03,Ansiedad,69,Alemania,DE,23/05/2024
2021-04,Ansiedad,66,Alemania,DE,23/05/2024
2021-05,Ansiedad,67,Alemania,DE,23/05/2024
2021-06,Ansiedad,65,Alemania,DE,23/05/2024
2021-07,Ansiedad,63,Alemania,DE,23/05/2024
2021-08,Ansiedad,65,Alemania,DE,23/05/2024
2021-09,Ansiedad,64,Alemania,DE,23/05/2024
2021-10,Ansiedad,61,Alemania,DE,23/05/2024
2021-11,Ansiedad,65,Alemania,DE,23/05/2024
2021-12,Ansiedad,64,Alemania,DE,23/05/2024
2022-01,Ansiedad,73,Alemania,DE,23/05/2024
2022-02,Ansiedad,77,Alemania,DE,23/05/2024
2022-03,Ansiedad,90,Alemania,DE,23/05/2024
2022-04,Ansiedad,72,Alemania,DE,23/05/2024
2022-05,Ansiedad,69,Alemania,DE,23/05/2024
2022-06,Ansiedad,68,Alemania,DE,23/05/2024
2022-07,Ansiedad,68,Alemania,DE,23/05/2024
2022-08,Ansiedad,71,Alemania,DE,23/05/2024
2022-09,Ansiedad,100,Alemania,DE,23/05/2024
2022-10,Ansiedad,70,Alemania,DE,23/05/2024
2022-11,Ansiedad,65,Alemania,DE,23/05/2024
2022-12,Ansiedad,69,Alemania,DE,23/05/2024
2023-01,Ansiedad,79,Alemania,DE,23/05/2024
2023-02,Ansiedad,70,Alemania,DE,23/05/2024
2023-03,Ansiedad,73,Alemania,DE,23/05/2024
2023-04,Ansiedad,71,Alemania,DE,23/05/2024
2023-05,Ansiedad,71,Alemania,DE,23/05/2024
2023-06,Ansiedad,71,Alemania,DE,23/05/2024
2023-07,Ansiedad,66,Alemania,DE,23/05/2024
2023-08,Ansiedad,70,Alemania,DE,23/05/2024
2023-09,Ansiedad,69,Alemania,DE,23/05/2024
2023-10,Ansiedad,70,Alemania,DE,23/05/2024
2023-11,Ansiedad,69,Alemania,DE,23/05/2024
2023-12,Ansiedad,71,Alemania,DE,23/05/2024
2024-01,Ansiedad,74,Alemania,DE,23/05/2024
2024-02,Ansiedad,65,Alemania,DE,23/05/2024
2024-03,Ansiedad,60,Alemania,DE,23/05/2024
2024-04,Ansiedad,63,Alemania,DE,23/05/2024
2024-05,Ansiedad,55,Alemania,DE,23/05/2024
Categoría: Todas las categorías,Ansiedad,,Estonia,EE,23/05/2024
Mes,Ansiedad,Ansiedad: (Estonia),Estonia,EE,23/05/2024
2010-01,Ansiedad,0,Estonia,EE,23/05/2024
2010-02,Ansiedad,0,Estonia,EE,23/05/2024
2010-03,Ansiedad,41,Estonia,EE,23/05/2024
2010-04,Ansiedad,0,Estonia,EE,23/05/2024
2010-05,Ansiedad,39,Estonia,EE,23/05/2024
2010-06,Ansiedad,0,Estonia,EE,23/05/2024
2010-07,Ansiedad,0,Estonia,EE,23/05/2024
2010-08,Ansiedad,36,Estonia,EE,23/05/2024
2010-09,Ansiedad,0,Estonia,EE,23/05/2024
2010-10,Ansiedad,30,Estonia,EE,23/05/2024
2010-11,Ansiedad,30,Estonia,EE,23/05/2024
2010-12,Ansiedad,0,Estonia,EE,23/05/2024
2011-01,Ansiedad,28,Estonia,EE,23/05/2024
2011-02,Ansiedad,0,Estonia,EE,23/05/2024
2011-03,Ansiedad,22,Estonia,EE,23/05/2024
2011-04,Ansiedad,21,Estonia,EE,23/05/2024
2011-05,Ansiedad,26,Estonia,EE,23/05/2024
2011-06,Ansiedad,23,Estonia,EE,23/05/2024
2011-07,Ansiedad,0,Estonia,EE,23/05/2024
2011-08,Ansiedad,21,Estonia,EE,23/05/2024
2011-09,Ansiedad,19,Estonia,EE,23/05/2024
2011-10,Ansiedad,24,Estonia,EE,23/05/2024
2011-11,Ansiedad,21,Estonia,EE,23/05/2024
2011-12,Ansiedad,35,Estonia,EE,23/05/2024
2012-01,Ansiedad,36,Estonia,EE,23/05/2024
2012-02,Ansiedad,31,Estonia,EE,23/05/2024
2012-03,Ansiedad,31,Estonia,EE,23/05/2024
2012-04,Ansiedad,20,Estonia,EE,23/05/2024
2012-05,Ansiedad,42,Estonia,EE,23/05/2024
2012-06,Ansiedad,26,Estonia,EE,23/05/2024
2012-07,Ansiedad,28,Estonia,EE,23/05/2024
2012-08,Ansiedad,27,Estonia,EE,23/05/2024
2012-09,Ansiedad,28,Estonia,EE,23/05/2024
2012-10,Ansiedad,34,Estonia,EE,23/05/2024
2012-11,Ansiedad,35,Estonia,EE,23/05/2024
2012-12,Ansiedad,44,Estonia,EE,23/05/2024
2013-01,Ansiedad,34,Estonia,EE,23/05/2024
2013-02,Ansiedad,34,Estonia,EE,23/05/2024
2013-03,Ansiedad,19,Estonia,EE,23/05/2024
2013-04,Ansiedad,32,Estonia,EE,23/05/2024
2013-05,Ansiedad,30,Estonia,EE,23/05/2024
2013-06,Ansiedad,23,Estonia,EE,23/05/2024
2013-07,Ansiedad,31,Estonia,EE,23/05/2024
2013-08,Ansiedad,32,Estonia,EE,23/05/2024
2013-09,Ansiedad,36,Estonia,EE,23/05/2024
2013-10,Ansiedad,41,Estonia,EE,23/05/2024
2013-11,Ansiedad,25,Estonia,EE,23/05/2024
2013-12,Ansiedad,34,Estonia,EE,23/05/2024
2014-01,Ansiedad,31,Estonia,EE,23/05/2024
2014-02,Ansiedad,38,Estonia,EE,23/05/2024
2014-03,Ansiedad,29,Estonia,EE,23/05/2024
2014-04,Ansiedad,31,Estonia,EE,23/05/2024
2014-05,Ansiedad,32,Estonia,EE,23/05/2024
2014-06,Ansiedad,19,Estonia,EE,23/05/2024
2014-07,Ansiedad,32,Estonia,EE,23/05/2024
2014-08,Ansiedad,36,Estonia,EE,23/05/2024
2014-09,Ansiedad,26,Estonia,EE,23/05/2024
2014-10,Ansiedad,39,Estonia,EE,23/05/2024
2014-11,Ansiedad,38,Estonia,EE,23/05/2024
2014-12,Ansiedad,37,Estonia,EE,23/05/2024
2015-01,Ansiedad,44,Estonia,EE,23/05/2024
2015-02,Ansiedad,41,Estonia,EE,23/05/2024
2015-03,Ansiedad,39,Estonia,EE,23/05/2024
2015-04,Ansiedad,39,Estonia,EE,23/05/2024
2015-05,Ansiedad,42,Estonia,EE,23/05/2024
2015-06,Ansiedad,34,Estonia,EE,23/05/2024
2015-07,Ansiedad,29,Estonia,EE,23/05/2024
2015-08,Ansiedad,23,Estonia,EE,23/05/2024
2015-09,Ansiedad,34,Estonia,EE,23/05/2024
2015-10,Ansiedad,36,Estonia,EE,23/05/2024
2015-11,Ansiedad,38,Estonia,EE,23/05/2024
2015-12,Ansiedad,39,Estonia,EE,23/05/2024
2016-01,Ansiedad,49,Estonia,EE,23/05/2024
2016-02,Ansiedad,43,Estonia,EE,23/05/2024
2016-03,Ansiedad,42,Estonia,EE,23/05/2024
2016-04,Ansiedad,52,Estonia,EE,23/05/2024
2016-05,Ansiedad,51,Estonia,EE,23/05/2024
2016-06,Ansiedad,36,Estonia,EE,23/05/2024
2016-07,Ansiedad,39,Estonia,EE,23/05/2024
2016-08,Ansiedad,38,Estonia,EE,23/05/2024
2016-09,Ansiedad,44,Estonia,EE,23/05/2024
2016-10,Ansiedad,48,Estonia,EE,23/05/2024
2016-11,Ansiedad,46,Estonia,EE,23/05/2024
2016-12,Ansiedad,56,Estonia,EE,23/05/2024
2017-01,Ansiedad,47,Estonia,EE,23/05/2024
2017-02,Ansiedad,50,Estonia,EE,23/05/2024
2017-03,Ansiedad,42,Estonia,EE,23/05/2024
2017-04,Ansiedad,52,Estonia,EE,23/05/2024
2017-05,Ansiedad,41,Estonia,EE,23/05/2024
2017-06,Ansiedad,53,Estonia,EE,23/05/2024
2017-07,Ansiedad,44,Estonia,EE,23/05/2024
2017-08,Ansiedad,40,Estonia,EE,23/05/2024
2017-09,Ansiedad,43,Estonia,EE,23/05/2024
2017-10,Ansiedad,36,Estonia,EE,23/05/2024
2017-11,Ansiedad,66,Estonia,EE,23/05/2024
2017-12,Ansiedad,43,Estonia,EE,23/05/2024
2018-01,Ansiedad,49,Estonia,EE,23/05/2024
2018-02,Ansiedad,53,Estonia,EE,23/05/2024
2018-03,Ansiedad,55,Estonia,EE,23/05/2024
2018-04,Ansiedad,56,Estonia,EE,23/05/2024
2018-05,Ansiedad,45,Estonia,EE,23/05/2024
2018-06,Ansiedad,42,Estonia,EE,23/05/2024
2018-07,Ansiedad,41,Estonia,EE,23/05/2024
2018-08,Ansiedad,50,Estonia,EE,23/05/2024
2018-09,Ansiedad,59,Estonia,EE,23/05/2024
2018-10,Ansiedad,47,Estonia,EE,23/05/2024
2018-11,Ansiedad,53,Estonia,EE,23/05/2024
2018-12,Ansiedad,52,Estonia,EE,23/05/2024
2019-01,Ansiedad,59,Estonia,EE,23/05/2024
2019-02,Ansiedad,48,Estonia,EE,23/05/2024
2019-03,Ansiedad,66,Estonia,EE,23/05/2024
2019-04,Ansiedad,65,Estonia,EE,23/05/2024
2019-05,Ansiedad,58,Estonia,EE,23/05/2024
2019-06,Ansiedad,53,Estonia,EE,23/05/2024
2019-07,Ansiedad,48,Estonia,EE,23/05/2024
2019-08,Ansiedad,64,Estonia,EE,23/05/2024
2019-09,Ansiedad,52,Estonia,EE,23/05/2024
2019-10,Ansiedad,63,Estonia,EE,23/05/2024
2019-11,Ansiedad,72,Estonia,EE,23/05/2024
2019-12,Ansiedad,62,Estonia,EE,23/05/2024
2020-01,Ansiedad,47,Estonia,EE,23/05/2024
2020-02,Ansiedad,56,Estonia,EE,23/05/2024
2020-03,Ansiedad,58,Estonia,EE,23/05/2024
2020-04,Ansiedad,62,Estonia,EE,23/05/2024
2020-05,Ansiedad,63,Estonia,EE,23/05/2024
2020-06,Ansiedad,47,Estonia,EE,23/05/2024
2020-07,Ansiedad,57,Estonia,EE,23/05/2024
2020-08,Ansiedad,77,Estonia,EE,23/05/2024
2020-09,Ansiedad,76,Estonia,EE,23/05/2024
2020-10,Ansiedad,57,Estonia,EE,23/05/2024
2020-11,Ansiedad,61,Estonia,EE,23/05/2024
2020-12,Ansiedad,65,Estonia,EE,23/05/2024
2021-01,Ansiedad,64,Estonia,EE,23/05/2024
2021-02,Ansiedad,56,Estonia,EE,23/05/2024
2021-03,Ansiedad,77,Estonia,EE,23/05/2024
2021-04,Ansiedad,70,Estonia,EE,23/05/2024
2021-05,Ansiedad,65,Estonia,EE,23/05/2024
2021-06,Ansiedad,64,Estonia,EE,23/05/2024
2021-07,Ansiedad,59,Estonia,EE,23/05/2024
2021-08,Ansiedad,64,Estonia,EE,23/05/2024
2021-09,Ansiedad,80,Estonia,EE,23/05/2024
2021-10,Ansiedad,63,Estonia,EE,23/05/2024
2021-11,Ansiedad,68,Estonia,EE,23/05/2024
2021-12,Ansiedad,73,Estonia,EE,23/05/2024
2022-01,Ansiedad,80,Estonia,EE,23/05/2024
2022-02,Ansiedad,85,Estonia,EE,23/05/2024
2022-03,Ansiedad,75,Estonia,EE,23/05/2024
2022-04,Ansiedad,84,Estonia,EE,23/05/2024
2022-05,Ansiedad,86,Estonia,EE,23/05/2024
2022-06,Ansiedad,66,Estonia,EE,23/05/2024
2022-07,Ansiedad,72,Estonia,EE,23/05/2024
2022-08,Ansiedad,73,Estonia,EE,23/05/2024
2022-09,Ansiedad,78,Estonia,EE,23/05/2024
2022-10,Ansiedad,99,Estonia,EE,23/05/2024
2022-11,Ansiedad,84,Estonia,EE,23/05/2024
2022-12,Ansiedad,77,Estonia,EE,23/05/2024
2023-01,Ansiedad,90,Estonia,EE,23/05/2024
2023-02,Ansiedad,82,Estonia,EE,23/05/2024
2023-03,Ansiedad,78,Estonia,EE,23/05/2024
2023-04,Ansiedad,100,Estonia,EE,23/05/2024
2023-05,Ansiedad,87,Estonia,EE,23/05/2024
2023-06,Ansiedad,85,Estonia,EE,23/05/2024
2023-07,Ansiedad,84,Estonia,EE,23/05/2024
2023-08,Ansiedad,72,Estonia,EE,23/05/2024
2023-09,Ansiedad,84,Estonia,EE,23/05/2024
2023-10,Ansiedad,81,Estonia,EE,23/05/2024
2023-11,Ansiedad,86,Estonia,EE,23/05/2024
2023-12,Ansiedad,90,Estonia,EE,23/05/2024
2024-01,Ansiedad,93,Estonia,EE,23/05/2024
2024-02,Ansiedad,84,Estonia,EE,23/05/2024
2024-03,Ansiedad,83,Estonia,EE,23/05/2024
2024-04,Ansiedad,89,Estonia,EE,23/05/2024
2024-05,Ansiedad,80,Estonia,EE,23/05/2024
Categoría: Todas las categorías,Ansiedad,,España,ES,23/05/2024
Mes,Ansiedad,Ansiedad: (España),España,ES,23/05/2024
2010-01,Ansiedad,36,España,ES,23/05/2024
2010-02,Ansiedad,37,España,ES,23/05/2024
2010-03,Ansiedad,35,España,ES,23/05/2024
2010-04,Ansiedad,36,España,ES,23/05/2024
2010-05,Ansiedad,38,España,ES,23/05/2024
2010-06,Ansiedad,37,España,ES,23/05/2024
2010-07,Ansiedad,33,España,ES,23/05/2024
2010-08,Ansiedad,38,España,ES,23/05/2024
2010-09,Ansiedad,36,España,ES,23/05/2024
2010-10,Ansiedad,38,España,ES,23/05/2024
2010-11,Ansiedad,38,España,ES,23/05/2024
2010-12,Ansiedad,33,España,ES,23/05/2024
2011-01,Ansiedad,41,España,ES,23/05/2024
2011-02,Ansiedad,40,España,ES,23/05/2024
2011-03,Ansiedad,36,España,ES,23/05/2024
2011-04,Ansiedad,40,España,ES,23/05/2024
2011-05,Ansiedad,39,España,ES,23/05/2024
2011-06,Ansiedad,39,España,ES,23/05/2024
2011-07,Ansiedad,37,España,ES,23/05/2024
2011-08,Ansiedad,43,España,ES,23/05/2024
2011-09,Ansiedad,39,España,ES,23/05/2024
2011-10,Ansiedad,41,España,ES,23/05/2024
2011-11,Ansiedad,42,España,ES,23/05/2024
2011-12,Ansiedad,37,España,ES,23/05/2024
2012-01,Ansiedad,38,España,ES,23/05/2024
2012-02,Ansiedad,39,España,ES,23/05/2024
2012-03,Ansiedad,42,España,ES,23/05/2024
2012-04,Ansiedad,42,España,ES,23/05/2024
2012-05,Ansiedad,41,España,ES,23/05/2024
2012-06,Ansiedad,40,España,ES,23/05/2024
2012-07,Ansiedad,39,España,ES,23/05/2024
2012-08,Ansiedad,42,España,ES,23/05/2024
2012-09,Ansiedad,42,España,ES,23/05/2024
2012-10,Ansiedad,38,España,ES,23/05/2024
2012-11,Ansiedad,41,España,ES,23/05/2024
2012-12,Ansiedad,37,España,ES,23/05/2024
2013-01,Ansiedad,37,España,ES,23/05/2024
2013-02,Ansiedad,42,España,ES,23/05/2024
2013-03,Ansiedad,38,España,ES,23/05/2024
2013-04,Ansiedad,42,España,ES,23/05/2024
2013-05,Ansiedad,39,España,ES,23/05/2024
2013-06,Ansiedad,41,España,ES,23/05/2024
2013-07,Ansiedad,38,España,ES,23/05/2024
2013-08,Ansiedad,44,España,ES,23/05/2024
2013-09,Ansiedad,43,España,ES,23/05/2024
2013-10,Ansiedad,43,España,ES,23/05/2024
2013-11,Ansiedad,42,España,ES,23/05/2024
2013-12,Ansiedad,40,España,ES,23/05/2024
2014-01,Ansiedad,46,España,ES,23/05/2024
2014-02,Ansiedad,47,España,ES,23/05/2024
2014-03,Ansiedad,48,España,ES,23/05/2024
2014-04,Ansiedad,48,España,ES,23/05/2024
2014-05,Ansiedad,47,España,ES,23/05/2024
2014-06,Ansiedad,47,España,ES,23/05/2024
2014-07,Ansiedad,45,España,ES,23/05/2024
2014-08,Ansiedad,50,España,ES,23/05/2024
2014-09,Ansiedad,47,España,ES,23/05/2024
2014-10,Ansiedad,47,España,ES,23/05/2024
2014-11,Ansiedad,50,España,ES,23/05/2024
2014-12,Ansiedad,44,España,ES,23/05/2024
2015-01,Ansiedad,51,España,ES,23/05/2024
2015-02,Ansiedad,51,España,ES,23/05/2024
2015-03,Ansiedad,59,España,ES,23/05/2024
2015-04,Ansiedad,57,España,ES,23/05/2024
2015-05,Ansiedad,51,España,ES,23/05/2024
2015-06,Ansiedad,49,España,ES,23/05/2024
2015-07,Ansiedad,46,España,ES,23/05/2024
2015-08,Ansiedad,54,España,ES,23/05/2024
2015-09,Ansiedad,55,España,ES,23/05/2024
2015-10,Ansiedad,54,España,ES,23/05/2024
2015-11,Ansiedad,53,España,ES,23/05/2024
2015-12,Ansiedad,52,España,ES,23/05/2024
2016-01,Ansiedad,56,España,ES,23/05/2024
2016-02,Ansiedad,58,España,ES,23/05/2024
2016-03,Ansiedad,58,España,ES,23/05/2024
2016-04,Ansiedad,59,España,ES,23/05/2024
2016-05,Ansiedad,62,España,ES,23/05/2024
2016-06,Ansiedad,55,España,ES,23/05/2024
2016-07,Ansiedad,48,España,ES,23/05/2024
2016-08,Ansiedad,53,España,ES,23/05/2024
2016-09,Ansiedad,57,España,ES,23/05/2024
2016-10,Ansiedad,57,España,ES,23/05/2024
2016-11,Ansiedad,61,España,ES,23/05/2024
2016-12,Ansiedad,54,España,ES,23/05/2024
2017-01,Ansiedad,62,España,ES,23/05/2024
2017-02,Ansiedad,65,España,ES,23/05/2024
2017-03,Ansiedad,69,España,ES,23/05/2024
2017-04,Ansiedad,68,España,ES,23/05/2024
2017-05,Ansiedad,67,España,ES,23/05/2024
2017-06,Ansiedad,59,España,ES,23/05/2024
